0041 ; 0061
2F857 ; 5831
2F858 ; 58AC
2F859 ; 214E4
2F85A ; 58F2
2F85B ; 58F7
2F85C ; 5906
2F85D ; 591A
2F85E ; 5922
2F85F ; 5962
2F860 ; 216A8
2F861 ; 216EA
2F862 ; 59EC
2F863 ; 5A1B
2F864 ; 5A27
2F865 ; 59D8
2F866 ; 5A66
2F867 ; 36EE
2F868 ; 36FC
2F869 ; 5B08
2F86A ; 5B3E
2F86B ; 5B3E
2F86C ; 219C8
2F86D ; 5BC3
2F86E ; 5BD8
2F86F ; 5BE7
2F870 ; 5BF3
2F871 ; 21B18
2F872 ; 5BFF
2F873 ; 5C06
2F874 ; 5F53
2F875 ; 5C22
2F876 ; 3781
2F877 ; 5C60
2F878 ; 5C6E
2F879 ; 5CC0
2F87A ; 5C8D
2F87B ; 21DE4
2F87C ; 5D43
2F87D ; 21DE6
2F87E ; 5D6E
2F87F ; 5D6B
2F880 ; 5D7C
2F881 ; 5DE1
2F882 ; 5DE2
2F883 ; 382F
2F884 ; 5DFD
2F885 ; 5E28
2F886 ; 5E3D
2F887 ; 5E69
2F888 ; 3862
2F889 ; 22183
2F88A ; 387C
2F88B ; 5EB0
2F88C ; 5EB3
2F88D ; 5EB6
2F88E ; 5ECA
2F88F ; 2A392
2F890 ; 5EFE
2F891 ; 22331
2F892 ; 22331
2F893 ; 8201
2F894 ; 5F22
2F895 ; 5F22
2F896 ; 38C7
2F897 ; 232B8
2F898 ; 261DA
2F899 ; 5F62
2F89A ; 5F6B
2F89B ; 38E3
2F89C ; 5F9A
2F89D ; 5FCD
2F89E ; 5FD7
2F89F ; 5FF9
2F8A0 ; 6081
2F8A1 ; 393A
2F8A2 ; 391C
2F8A3 ; 6094
2F8A4 ; 226D4
2F8A5 ; 60C7
2F8A6 ; 6148
2F8A7 ; 614C
2F8A8 ; 614E
2F8A9 ; 614C
2F8AA ; 617A
2F8AB ; 618E
2F8AC ; 61B2
2F8AD ; 61A4
2F8AE ; 61AF
2F8AF ; 61DE
2F8B0 ; 61F2
2F8B1 ; 61F6
2F8B2 ; 6210
2F8B3 ; 621B
2F8B4 ; 625D
2F8B5 ; 62B1
2F8B6 ; 62D4
2F8B7 ; 6350
2F8B8 ; 22B0C
2F8B9 ; 633D
2F8BA ; 62FC
2F8BB ; 6368
2F8BC ; 6383
2F8BD ; 63E4
2F8BE ; 22BF1
2F8BF ; 6422
2F8C0 ; 63C5
2F8C1 ; 63A9
2F8C2 ; 3A2E
2F8C3 ; 6469
2F8C4 ; 647E
2F8C5 ; 649D
2F8C6 ; 6477
2F8C7 ; 3A6C
2F8C8 ; 654F
2F8C9 ; 656C
2F8CA ; 2300A
2F8CB ; 65E3
2F8CC ; 66F8
2F8CD ; 6649
2F8CE ; 3B19
2F8CF ; 6691
2F8D0 ; 3B08
2F8D1 ; 3AE4
2F8D2 ; 5192
2F8D3 ; 5195
2F8D4 ; 6700
2F8D5 ; 669C
2F8D6 ; 80AD
2F8D7 ; 43D9
2F8D8 ; 6717
2F8D9 ; 671B
2F8DA ; 6721
2F8DB ; 675E
2F8DC ; 6753
2F8DD ; 233C3
2F8DE ; 3B49
2F8DF ; 67FA
2F8E0 ; 6785
2F8E1 ; 6852
2F8E2 ; 6885
2F8E3 ; 2346D
2F8E4 ; 688E
2F8E5 ; 681F
2F8E6 ; 6914
2F8E7 ; 3B9D
2F8E8 ; 6942
2F8E9 ; 69A3
2F8EA ; 69EA
2F8EB ; 6AA8
2F8EC ; 236A3
2F8ED ; 6ADB
2F8EE ; 3C18
2F8EF ; 6B21
2F8F0 ; 238A7
2F8F1 ; 6B54
2F8F2 ; 3C4E
2F8F3 ; 6B72
2F8F4 ; 6B9F
2F8F5 ; 6BBA
2F8F6 ; 6BBB
2F8F7 ; 23A8D
2F8F8 ; 21D0B
2F8F9 ; 23AFA
2F8FA ; 6C4E
2F8FB ; 23CBC
2F8FC ; 6CBF
2F8FD ; 6CCD
2F8FE ; 6C67
2F8FF ; 6D16
2F900 ; 6D3E
2F901 ; 6D77
2F902 ; 6D41
2F903 ; 6D69
2F904 ; 6D78
2F905 ; 6D85
2F906 ; 23D1E
2F907 ; 6D34
2F908 ; 6E2F
2F909 ; 6E6E
2F90A ; 3D33
2F90B ; 6ECB
2F90C ; 6EC7
2F90D ; 23ED1
2F90E ; 6DF9
2F90F ; 6F6E
2F910 ; 23F5E
2F911 ; 23F8E
2F912 ; 6FC6
2F913 ; 7039
2F914 ; 701E
2F915 ; 701B
2F916 ; 3D96
2F917 ; 704A
2F918 ; 707D
2F919 ; 7077
2F91A ; 70AD
2F91B ; 20525
2F91C ; 7145
2F91D ; 24263
2F91E ; 719C
2F91F ; 243AB
2F920 ; 7228
2F921 ; 7235
2F922 ; 7250
2F923 ; 24608
2F924 ; 7280
2F925 ; 7295
2F926 ; 24735
2F927 ; 24814
2F928 ; 737A
2F929 ; 738B
2F92A ; 3EAC
2F92B ; 73A5
2F92C ; 3EB8
2F92D ; 3EB8
2F92E ; 7447
2F92F ; 745C
2F930 ; 7471
2F931 ; 7485
2F932 ; 74CA
2F933 ; 3F1B
2F934 ; 7524
2F935 ; 24C36
2F936 ; 753E
2F937 ; 24C92
2F938 ; 7570
2F939 ; 2219F
2F93A ; 7610
2F93B ; 24FA1
2F93C ; 24FB8
2F93D ; 25044
2F93E ; 3FFC
2F93F ; 4008
2F940 ; 76F4
2F941 ; 250F3
2F942 ; 250F2
2F943 ; 25119
2F944 ; 25133
2F945 ; 771E
2F946 ; 771F
2F947 ; 771F
2F948 ; 774A
2F949 ; 4039
2F94A ; 778B
2F94B ; 4046
2F94C ; 4096
2F94D ; 2541D
2F94E ; 784E
2F94F ; 788C
2F950 ; 78CC
2F951 ; 40E3
2F952 ; 25626
2F953 ; 7956
2F954 ; 2569A
2F955 ; 256C5
2F956 ; 798F
2F957 ; 79EB
2F958 ; 412F
2F959 ; 7A40
2F95A ; 7A4A
2F95B ; 7A4F
2F95C ; 2597C
2F95D ; 25AA7
2F95E ; 25AA7
2F95F ; 7AEE
2F960 ; 4202
2F961 ; 25BAB
2F962 ; 7BC6
2F963 ; 7BC9
2F964 ; 4227
2F965 ; 25C80
2F966 ; 7CD2
2F967 ; 42A0
2F968 ; 7CE8
2F969 ; 7CE3
2F96A ; 7D00
2F96B ; 25F86
2F96C ; 7D63
2F96D ; 4301
2F96E ; 7DC7
2F96F ; 7E02
2F970 ; 7E45
2F971 ; 4334
2F972 ; 26228
2F973 ; 26247
2F974 ; 4359
2F975 ; 262D9
2F976 ; 7F7A
2F977 ; 2633E
2F978 ; 7F95
2F979 ; 7FFA
2F97A ; 8005
2F97B ; 264DA
2F97C ; 26523
2F97D ; 8060
2F97E ; 265A8
2F97F ; 8070
2F980 ; 2335F
2F981 ; 43D5
2F982 ; 80B2
2F983 ; 8103
2F984 ; 440B
2F985 ; 813E
2F986 ; 5AB5
2F987 ; 267A7
2F988 ; 267B5
2F989 ; 23393
2F98A ; 2339C
2F98B ; 8201
2F98C ; 8204
2F98D ; 8F9E
2F98E ; 446B
2F98F ; 8291
2F990 ; 828B
2F991 ; 829D
2F992 ; 52B3
2F993 ; 82B1
2F994 ; 82B3
2F995 ; 82BD
2F996 ; 82E6
2F997 ; 26B3C
2F998 ; 82E5
2F999 ; 831D
2F99A ; 8363
2F99B ; 83AD
2F99C ; 8323
2F99D ; 83BD
2F99E ; 83E7
2F99F ; 8457
2F9A0 ; 8353
2F9A1 ; 83CA
2F9A2 ; 83CC
2F9A3 ; 83DC
2F9A4 ; 26C36
2F9A5 ; 26D6B
2F9A6 ; 26CD5
2F9A7 ; 452B
2F9A8 ; 84F1
2F9A9 ; 84F3
2F9AA ; 8516
2F9AB ; 273CA
2F9AC ; 8564
2F9AD ; 26F2C
2F9AE ; 455D
2F9AF ; 4561
2F9B0 ; 26FB1
2F9B1 ; 270D2
2F9B2 ; 456B
2F9B3 ; 8650
2F9B4 ; 865C
2F9B5 ; 8667
2F9B6 ; 8669
2F9B7 ; 86A9
2F9B8 ; 8688
2F9B9 ; 870E
2F9BA ; 86E2
2F9BB ; 8779
2F9BC ; 8728
2F9BD ; 876B
2F9BE ; 8786
2F9BF ; 45D7
2F9C0 ; 87E1
2F9C1 ; 8801
2F9C2 ; 45F9
2F9C3 ; 8860
2F9C4 ; 8863
2F9C5 ; 27667
2F9C6 ; 88D7
2F9C7 ; 88DE
2F9C8 ; 4635
2F9C9 ; 88FA
2F9CA ; 34BB
2F9CB ; 278AE
2F9CC ; 27966
2F9CD ; 46BE
2F9CE ; 46C7
2F9CF ; 8AA0
2F9D0 ; 8AED
2F9D1 ; 8B8A
2F9D2 ; 8C55
2F9D3 ; 27CA8
2F9D4 ; 8CAB
2F9D5 ; 8CC1
2F9D6 ; 8D1B
2F9D7 ; 8D77
2F9D8 ; 27F2F
2F9D9 ; 20804
2F9DA ; 8DCB
2F9DB ; 8DBC
2F9DC ; 8DF0
2F9DD ; 208DE
2F9DE ; 8ED4
2F9DF ; 8F38
2F9E0 ; 285D2
2F9E1 ; 285ED
2F9E2 ; 9094
2F9E3 ; 90F1
2F9E4 ; 9111
2F9E5 ; 2872E
2F9E6 ; 911B
2F9E7 ; 9238
2F9E8 ; 92D7
2F9E9 ; 92D8
2F9EA ; 927C
2F9EB ; 93F9
2F9EC ; 9415
2F9ED ; 28BFA
2F9EE ; 958B
2F9EF ; 4995
2F9F0 ; 95B7
2F9F1 ; 28D77
2F9F2 ; 49E6
2F9F3 ; 96C3
2F9F4 ; 5DB2
2F9F5 ; 9723
2F9F6 ; 29145
2F9F7 ; 2921A
2F9F8 ; 4A6E
2F9F9 ; 4A76
2F9FA ; 97E0
2F9FB ; 2940A
2F9FC ; 4AB2
2F9FD ; 29496
2F9FE ; 980B
2F9FF ; 980B
2FA00 ; 9829
2FA01 ; 295B6
2FA02 ; 98E2
2FA03 ; 4B33
2FA04 ; 9929
2FA05 ; 99A7
2FA06 ; 99C2
2FA07 ; 99FE
2FA08 ; 4BCE
2FA09 ; 29B30
2FA0A ; 9B12
2FA0B ; 9C40
2FA0C ; 9CFD
2FA0D ; 4CCE
2FA0E ; 4CED
2FA0F ; 9D67
2FA10 ; 2A0CE
2FA11 ; 4CF8
2FA12 ; 2A105
2FA13 ; 2A20E
2FA14 ; 2A291
2FA15 ; 9EBB
2FA16 ; 4D56
2FA17 ; 9EF9
2FA18 ; 9EFE
2FA19 ; 9F05
2FA1A ; 9F0F
2FA1B ; 9F16
2FA1C ; 9F3B
2FA1D ; 2A600
E0100 ;
E0101 ;
E0102 ;
E0103 ;
E0104 ;
E0105 ;
E0106 ;
E0107 ;
E0108 ;
E0109 ;
E010A ;
E010B ;
E010C ;
E010D ;
E010E ;
E010F ;
E0110 ;
E0111 ;
E0112 ;
E0113 ;
E0114 ;
E0115 ;
E0116 ;
E0117 ;
E0118 ;
E0119 ;
E011A ;
E011B ;
E011C ;
E011D ;
E011E ;
E011F ;
E0120 ;
E0121 ;
E0122 ;
E0123 ;
E0124 ;
E0125 ;
E0126 ;
E0127 ;
E0128 ;
E0129 ;
E012A ;
E012B ;
E012C ;
E012D ;
E012E ;
E012F ;
E0130 ;
E0131 ;
E0132 ;
E0133 ;
E0134 ;
E0135 ;
E0136 ;
E0137 ;
E0138 ;
E0139 ;
E013A ;
E013B ;
E013C ;
E013D ;
E013E ;
E013F ;
E0140 ;
E0141 ;
E0142 ;
E0143 ;
E0144 ;
E0145 ;
E0146 ;
E0147 ;
E0148 ;
E0149 ;
E014A ;
E014B ;
E014C ;
E014D ;
E014E ;
E014F ;
E0150 ;
E0151 ;
E0152 ;
E0153 ;
E0154 ;
E0155 ;
E0156 ;
E0157 ;
E0158 ;
E0159 ;
E015A ;
E015B ;
E015C ;
E015D ;
E015E ;
E015F ;
E0160 ;
E0161 ;
E0162 ;
E0163 ;
E0164 ;
E0165 ;
E0166 ;
E0167 ;
E0168 ;
E0169 ;
E016A ;
E016B ;
E016C ;
E016D ;
E016E ;
E016F ;
E0170 ;
E0171 ;
E0172 ;
E0173 ;
E0174 ;
E0175 ;
E0176 ;
E0177 ;
E0178 ;
E0179 ;
E017A ;
E017B ;
E017C ;
E017D ;
E017E ;
E017F ;
E0180 ;
E0181 ;
E0182 ;
E0183 ;
E0184 ;
E0185 ;
E0186 ;
E0187 ;
E0188 ;
E0189 ;
E018A ;
E018B ;
E018C ;
E018D ;
E018E ;
E018F ;
E0190 ;
E0191 ;
E0192 ;
E0193 ;
E0194 ;
E0195 ;
E0196 ;
E0197 ;
E0198 ;
E0199 ;
E019A ;
E019B ;
E019C ;
E019D ;
E019E ;
E019F ;
E01A0 ;
E01A1 ;
E01A2 ;
E01A3 ;
E01A4 ;
E01A5 ;
E01A6 ;
E01A7 ;
E01A8 ;
E01A9 ;
E01AA ;
E01AB ;
E01AC ;
E01AD ;
E01AE ;
E01AF ;
E01B0 ;
E01B1 ;
E01B2 ;
E01B3 ;
E01B4 ;
E01B5 ;
E01B6 ;
E01B7 ;
E01B8 ;
E01B9 ;
E01BA ;
E01BB ;
E01BC ;
E01BD ;
E01BE ;
E01BF ;
E01C0 ;
E01C1 ;
E01C2 ;
E01C3 ;
E01C4 ;
E01C5 ;
E01C6 ;
E01C7 ;
E01C8 ;
E01C9 ;
E01CA ;
E01CB ;
E01CC ;
E01CD ;
E01CE ;
E01CF ;
E01D0 ;
E01D1 ;
E01D2 ;
E01D3 ;
E01D4 ;
E01D5 ;
E01D6 ;
E01D7 ;
E01D8 ;
E01D9 ;
E01DA ;
E01DB ;
E01DC ;
E01DD ;
E01DE ;
E01DF ;
E01E0 ;
E01E1 ;
E01E2 ;
E01E3 ;
E01E4 ;
E01E5 ;
E01E6 ;
E01E7 ;
E01E8 ;
E01E9 ;
E01EA ;
E01EB ;
E01EC ;
E01ED ;
E01EE ;
E01EF ;
