#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1E91E	'9.0	'Lu	'None	ADLAM CAPITAL LETTER GBE	'𞤞	'𞥀	'𞥀	'𞤞	Tr≠N4M		Tr≠UCA	'1E91E	'1E940	'1E940	'1E91E	16. NFKC_CF-None
'1E91F	'9.0	'Lu	'None	ADLAM CAPITAL LETTER ZAL	'𞤟	'𞥁	'𞥁	'𞤟	Tr≠N4M		Tr≠UCA	'1E91F	'1E941	'1E941	'1E91F	16. NFKC_CF-None
'1E920	'9.0	'Lu	'None	ADLAM CAPITAL LETTER KPO	'𞤠	'𞥂	'𞥂	'𞤠	Tr≠N4M		Tr≠UCA	'1E920	'1E942	'1E942	'1E920	16. NFKC_CF-None
'1E921	'9.0	'Lu	'None	ADLAM CAPITAL LETTER SHA	'𞤡	'𞥃	'𞥃	'𞤡	Tr≠N4M		Tr≠UCA	'1E921	'1E943	'1E943	'1E921	16. NFKC_CF-None
'A7AE	'9.0	'Lu	'None	LATIN CAPITAL LETTER SMALL CAPITAL I	'Ɪ	'ɪ	'ɪ	'Ɪ	Tr≠N4M		Tr≠UCA	'A7AE	'026A	'026A	'A7AE	16. NFKC_CF-None
'FB1F	'1.1	'Lo	'Can	HEBREW LIGATURE YIDDISH YOD YOD PATAH	'ייַ	'ייַ	'ײַ	'ײַ		Tr≠NF	Tr≠UCA	'05D9 05D9 05B7	'05D9 05D9 05B7	'05F2 05B7	'05F2 05B7	16. NFKC_CF-Canonical + recursion
'FA2E	'6.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FA2E	'郞	'郞	'郞	'郞	Tr≠N4M			'FA2E	'90DE	'90DE	'90DE	16. NFKC_CF-Canonical
'FA2F	'6.1	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FA2F	'隷	'隷	'隷	'隷	Tr≠N4M			'FA2F	'96B7	'96B7	'96B7	16. NFKC_CF-Canonical
'FA6B	'5.2	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FA6B	'恵	'恵	'恵	'恵	Tr≠N4M			'FA6B	'6075	'6075	'6075	16. NFKC_CF-Canonical
'FA6D	'5.2	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FA6D	'舘	'舘	'舘	'舘	Tr≠N4M			'FA6D	'8218	'8218	'8218	16. NFKC_CF-Canonical
'FA6C	'5.2	'Lo	'Can	CJK COMPATIBILITY IDEOGRAPH-FA6C	'𤋮	'𤋮	'𤋮	'𤋮	Tr≠N4M		Tr≠UCA	'FA6C	'242EE	'242EE	'FA6C	16. NFKC_CF-Canonical
'FB3A	'1.1	'Lo	'Can	HEBREW LETTER FINAL KAF WITH DAGESH	'ךּ	'כּ	'ךּ	'כּ	Tr≠N4M	Tr≠NF		'05DA 05BC	'05DB 05BC	'05DA 05BC	'05DB 05BC	04+. final_form
'FB43	'1.1	'Lo	'Can	HEBREW LETTER FINAL PE WITH DAGESH	'ףּ	'פּ	'ףּ	'פּ	Tr≠N4M	Tr≠NF		'05E3 05BC	'05E4 05BC	'05E3 05BC	'05E4 05BC	04+. final_form
'3131	'1.1	'Lo	'Com	HANGUL LETTER KIYEOK	'ㄱ	'ㄱ	'ᄀ	'ᄀ		Tr≠NF	Tr≠UCA	'3131	'3131	'1100	'1100	02. Skip Hangul Compat
'3132	'1.1	'Lo	'Com	HANGUL LETTER SSANGKIYEOK	'ㄲ	'ㄲ	'ᄁ	'ᄁ		Tr≠NF	Tr≠UCA	'3132	'3132	'1101	'1101	02. Skip Hangul Compat
'3133	'1.1	'Lo	'Com	HANGUL LETTER KIYEOK-SIOS	'ㄳ	'ㄳ	'ᆪ	'ᆪ		Tr≠NF	Tr≠UCA	'3133	'3133	'11AA	'11AA	02. Skip Hangul Compat
'3134	'1.1	'Lo	'Com	HANGUL LETTER NIEUN	'ㄴ	'ㄴ	'ᄂ	'ᄂ		Tr≠NF	Tr≠UCA	'3134	'3134	'1102	'1102	02. Skip Hangul Compat
'3135	'1.1	'Lo	'Com	HANGUL LETTER NIEUN-CIEUC	'ㄵ	'ㄵ	'ᆬ	'ᆬ		Tr≠NF	Tr≠UCA	'3135	'3135	'11AC	'11AC	02. Skip Hangul Compat
'3136	'1.1	'Lo	'Com	HANGUL LETTER NIEUN-HIEUH	'ㄶ	'ㄶ	'ᆭ	'ᆭ		Tr≠NF	Tr≠UCA	'3136	'3136	'11AD	'11AD	02. Skip Hangul Compat
'3137	'1.1	'Lo	'Com	HANGUL LETTER TIKEUT	'ㄷ	'ㄷ	'ᄃ	'ᄃ		Tr≠NF	Tr≠UCA	'3137	'3137	'1103	'1103	02. Skip Hangul Compat
'3138	'1.1	'Lo	'Com	HANGUL LETTER SSANGTIKEUT	'ㄸ	'ㄸ	'ᄄ	'ᄄ		Tr≠NF	Tr≠UCA	'3138	'3138	'1104	'1104	02. Skip Hangul Compat
'3139	'1.1	'Lo	'Com	HANGUL LETTER RIEUL	'ㄹ	'ㄹ	'ᄅ	'ᄅ		Tr≠NF	Tr≠UCA	'3139	'3139	'1105	'1105	02. Skip Hangul Compat
'313A	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-KIYEOK	'ㄺ	'ㄺ	'ᆰ	'ᆰ		Tr≠NF	Tr≠UCA	'313A	'313A	'11B0	'11B0	02. Skip Hangul Compat
'313B	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-MIEUM	'ㄻ	'ㄻ	'ᆱ	'ᆱ		Tr≠NF	Tr≠UCA	'313B	'313B	'11B1	'11B1	02. Skip Hangul Compat
'313C	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-PIEUP	'ㄼ	'ㄼ	'ᆲ	'ᆲ		Tr≠NF	Tr≠UCA	'313C	'313C	'11B2	'11B2	02. Skip Hangul Compat
'313D	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-SIOS	'ㄽ	'ㄽ	'ᆳ	'ᆳ		Tr≠NF	Tr≠UCA	'313D	'313D	'11B3	'11B3	02. Skip Hangul Compat
'313E	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-THIEUTH	'ㄾ	'ㄾ	'ᆴ	'ᆴ		Tr≠NF	Tr≠UCA	'313E	'313E	'11B4	'11B4	02. Skip Hangul Compat
'313F	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-PHIEUPH	'ㄿ	'ㄿ	'ᆵ	'ᆵ		Tr≠NF	Tr≠UCA	'313F	'313F	'11B5	'11B5	02. Skip Hangul Compat
'3140	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-HIEUH	'ㅀ	'ㅀ	'ᄚ	'ᄚ		Tr≠NF	Tr≠UCA	'3140	'3140	'111A	'111A	02. Skip Hangul Compat
'3141	'1.1	'Lo	'Com	HANGUL LETTER MIEUM	'ㅁ	'ㅁ	'ᄆ	'ᄆ		Tr≠NF	Tr≠UCA	'3141	'3141	'1106	'1106	02. Skip Hangul Compat
'3142	'1.1	'Lo	'Com	HANGUL LETTER PIEUP	'ㅂ	'ㅂ	'ᄇ	'ᄇ		Tr≠NF	Tr≠UCA	'3142	'3142	'1107	'1107	02. Skip Hangul Compat
'3143	'1.1	'Lo	'Com	HANGUL LETTER SSANGPIEUP	'ㅃ	'ㅃ	'ᄈ	'ᄈ		Tr≠NF	Tr≠UCA	'3143	'3143	'1108	'1108	02. Skip Hangul Compat
'3144	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-SIOS	'ㅄ	'ㅄ	'ᄡ	'ᄡ		Tr≠NF	Tr≠UCA	'3144	'3144	'1121	'1121	02. Skip Hangul Compat
'3145	'1.1	'Lo	'Com	HANGUL LETTER SIOS	'ㅅ	'ㅅ	'ᄉ	'ᄉ		Tr≠NF	Tr≠UCA	'3145	'3145	'1109	'1109	02. Skip Hangul Compat
'3146	'1.1	'Lo	'Com	HANGUL LETTER SSANGSIOS	'ㅆ	'ㅆ	'ᄊ	'ᄊ		Tr≠NF	Tr≠UCA	'3146	'3146	'110A	'110A	02. Skip Hangul Compat
'3147	'1.1	'Lo	'Com	HANGUL LETTER IEUNG	'ㅇ	'ㅇ	'ᄋ	'ᄋ		Tr≠NF	Tr≠UCA	'3147	'3147	'110B	'110B	02. Skip Hangul Compat
'3148	'1.1	'Lo	'Com	HANGUL LETTER CIEUC	'ㅈ	'ㅈ	'ᄌ	'ᄌ		Tr≠NF	Tr≠UCA	'3148	'3148	'110C	'110C	02. Skip Hangul Compat
'3149	'1.1	'Lo	'Com	HANGUL LETTER SSANGCIEUC	'ㅉ	'ㅉ	'ᄍ	'ᄍ		Tr≠NF	Tr≠UCA	'3149	'3149	'110D	'110D	02. Skip Hangul Compat
'314A	'1.1	'Lo	'Com	HANGUL LETTER CHIEUCH	'ㅊ	'ㅊ	'ᄎ	'ᄎ		Tr≠NF	Tr≠UCA	'314A	'314A	'110E	'110E	02. Skip Hangul Compat
'314B	'1.1	'Lo	'Com	HANGUL LETTER KHIEUKH	'ㅋ	'ㅋ	'ᄏ	'ᄏ		Tr≠NF	Tr≠UCA	'314B	'314B	'110F	'110F	02. Skip Hangul Compat
'314C	'1.1	'Lo	'Com	HANGUL LETTER THIEUTH	'ㅌ	'ㅌ	'ᄐ	'ᄐ		Tr≠NF	Tr≠UCA	'314C	'314C	'1110	'1110	02. Skip Hangul Compat
'314D	'1.1	'Lo	'Com	HANGUL LETTER PHIEUPH	'ㅍ	'ㅍ	'ᄑ	'ᄑ		Tr≠NF	Tr≠UCA	'314D	'314D	'1111	'1111	02. Skip Hangul Compat
'314E	'1.1	'Lo	'Com	HANGUL LETTER HIEUH	'ㅎ	'ㅎ	'ᄒ	'ᄒ		Tr≠NF	Tr≠UCA	'314E	'314E	'1112	'1112	02. Skip Hangul Compat
'314F	'1.1	'Lo	'Com	HANGUL LETTER A	'ㅏ	'ㅏ	'ᅡ	'ᅡ		Tr≠NF	Tr≠UCA	'314F	'314F	'1161	'1161	02. Skip Hangul Compat
'3150	'1.1	'Lo	'Com	HANGUL LETTER AE	'ㅐ	'ㅐ	'ᅢ	'ᅢ		Tr≠NF	Tr≠UCA	'3150	'3150	'1162	'1162	02. Skip Hangul Compat
'3151	'1.1	'Lo	'Com	HANGUL LETTER YA	'ㅑ	'ㅑ	'ᅣ	'ᅣ		Tr≠NF	Tr≠UCA	'3151	'3151	'1163	'1163	02. Skip Hangul Compat
'3152	'1.1	'Lo	'Com	HANGUL LETTER YAE	'ㅒ	'ㅒ	'ᅤ	'ᅤ		Tr≠NF	Tr≠UCA	'3152	'3152	'1164	'1164	02. Skip Hangul Compat
'3153	'1.1	'Lo	'Com	HANGUL LETTER EO	'ㅓ	'ㅓ	'ᅥ	'ᅥ		Tr≠NF	Tr≠UCA	'3153	'3153	'1165	'1165	02. Skip Hangul Compat
'3154	'1.1	'Lo	'Com	HANGUL LETTER E	'ㅔ	'ㅔ	'ᅦ	'ᅦ		Tr≠NF	Tr≠UCA	'3154	'3154	'1166	'1166	02. Skip Hangul Compat
'3155	'1.1	'Lo	'Com	HANGUL LETTER YEO	'ㅕ	'ㅕ	'ᅧ	'ᅧ		Tr≠NF	Tr≠UCA	'3155	'3155	'1167	'1167	02. Skip Hangul Compat
'3156	'1.1	'Lo	'Com	HANGUL LETTER YE	'ㅖ	'ㅖ	'ᅨ	'ᅨ		Tr≠NF	Tr≠UCA	'3156	'3156	'1168	'1168	02. Skip Hangul Compat
'3157	'1.1	'Lo	'Com	HANGUL LETTER O	'ㅗ	'ㅗ	'ᅩ	'ᅩ		Tr≠NF	Tr≠UCA	'3157	'3157	'1169	'1169	02. Skip Hangul Compat
'3158	'1.1	'Lo	'Com	HANGUL LETTER WA	'ㅘ	'ㅘ	'ᅪ	'ᅪ		Tr≠NF	Tr≠UCA	'3158	'3158	'116A	'116A	02. Skip Hangul Compat
'3159	'1.1	'Lo	'Com	HANGUL LETTER WAE	'ㅙ	'ㅙ	'ᅫ	'ᅫ		Tr≠NF	Tr≠UCA	'3159	'3159	'116B	'116B	02. Skip Hangul Compat
'315A	'1.1	'Lo	'Com	HANGUL LETTER OE	'ㅚ	'ㅚ	'ᅬ	'ᅬ		Tr≠NF	Tr≠UCA	'315A	'315A	'116C	'116C	02. Skip Hangul Compat
'315B	'1.1	'Lo	'Com	HANGUL LETTER YO	'ㅛ	'ㅛ	'ᅭ	'ᅭ		Tr≠NF	Tr≠UCA	'315B	'315B	'116D	'116D	02. Skip Hangul Compat
'315C	'1.1	'Lo	'Com	HANGUL LETTER U	'ㅜ	'ㅜ	'ᅮ	'ᅮ		Tr≠NF	Tr≠UCA	'315C	'315C	'116E	'116E	02. Skip Hangul Compat
'315D	'1.1	'Lo	'Com	HANGUL LETTER WEO	'ㅝ	'ㅝ	'ᅯ	'ᅯ		Tr≠NF	Tr≠UCA	'315D	'315D	'116F	'116F	02. Skip Hangul Compat
'315E	'1.1	'Lo	'Com	HANGUL LETTER WE	'ㅞ	'ㅞ	'ᅰ	'ᅰ		Tr≠NF	Tr≠UCA	'315E	'315E	'1170	'1170	02. Skip Hangul Compat
'315F	'1.1	'Lo	'Com	HANGUL LETTER WI	'ㅟ	'ㅟ	'ᅱ	'ᅱ		Tr≠NF	Tr≠UCA	'315F	'315F	'1171	'1171	02. Skip Hangul Compat
'3160	'1.1	'Lo	'Com	HANGUL LETTER YU	'ㅠ	'ㅠ	'ᅲ	'ᅲ		Tr≠NF	Tr≠UCA	'3160	'3160	'1172	'1172	02. Skip Hangul Compat
'3161	'1.1	'Lo	'Com	HANGUL LETTER EU	'ㅡ	'ㅡ	'ᅳ	'ᅳ		Tr≠NF	Tr≠UCA	'3161	'3161	'1173	'1173	02. Skip Hangul Compat
'3162	'1.1	'Lo	'Com	HANGUL LETTER YI	'ㅢ	'ㅢ	'ᅴ	'ᅴ		Tr≠NF	Tr≠UCA	'3162	'3162	'1174	'1174	02. Skip Hangul Compat
'3163	'1.1	'Lo	'Com	HANGUL LETTER I	'ㅣ	'ㅣ	'ᅵ	'ᅵ		Tr≠NF	Tr≠UCA	'3163	'3163	'1175	'1175	02. Skip Hangul Compat
'3165	'1.1	'Lo	'Com	HANGUL LETTER SSANGNIEUN	'ㅥ	'ㅥ	'ᄔ	'ᄔ		Tr≠NF	Tr≠UCA	'3165	'3165	'1114	'1114	02. Skip Hangul Compat
'3166	'1.1	'Lo	'Com	HANGUL LETTER NIEUN-TIKEUT	'ㅦ	'ㅦ	'ᄕ	'ᄕ		Tr≠NF	Tr≠UCA	'3166	'3166	'1115	'1115	02. Skip Hangul Compat
'3167	'1.1	'Lo	'Com	HANGUL LETTER NIEUN-SIOS	'ㅧ	'ㅧ	'ᇇ	'ᇇ		Tr≠NF	Tr≠UCA	'3167	'3167	'11C7	'11C7	02. Skip Hangul Compat
'3168	'1.1	'Lo	'Com	HANGUL LETTER NIEUN-PANSIOS	'ㅨ	'ㅨ	'ᇈ	'ᇈ		Tr≠NF	Tr≠UCA	'3168	'3168	'11C8	'11C8	02. Skip Hangul Compat
'3169	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-KIYEOK-SIOS	'ㅩ	'ㅩ	'ᇌ	'ᇌ		Tr≠NF	Tr≠UCA	'3169	'3169	'11CC	'11CC	02. Skip Hangul Compat
'316A	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-TIKEUT	'ㅪ	'ㅪ	'ᇎ	'ᇎ		Tr≠NF	Tr≠UCA	'316A	'316A	'11CE	'11CE	02. Skip Hangul Compat
'316B	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-PIEUP-SIOS	'ㅫ	'ㅫ	'ᇓ	'ᇓ		Tr≠NF	Tr≠UCA	'316B	'316B	'11D3	'11D3	02. Skip Hangul Compat
'316C	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-PANSIOS	'ㅬ	'ㅬ	'ᇗ	'ᇗ		Tr≠NF	Tr≠UCA	'316C	'316C	'11D7	'11D7	02. Skip Hangul Compat
'316D	'1.1	'Lo	'Com	HANGUL LETTER RIEUL-YEORINHIEUH	'ㅭ	'ㅭ	'ᇙ	'ᇙ		Tr≠NF	Tr≠UCA	'316D	'316D	'11D9	'11D9	02. Skip Hangul Compat
'316E	'1.1	'Lo	'Com	HANGUL LETTER MIEUM-PIEUP	'ㅮ	'ㅮ	'ᄜ	'ᄜ		Tr≠NF	Tr≠UCA	'316E	'316E	'111C	'111C	02. Skip Hangul Compat
'316F	'1.1	'Lo	'Com	HANGUL LETTER MIEUM-SIOS	'ㅯ	'ㅯ	'ᇝ	'ᇝ		Tr≠NF	Tr≠UCA	'316F	'316F	'11DD	'11DD	02. Skip Hangul Compat
'3170	'1.1	'Lo	'Com	HANGUL LETTER MIEUM-PANSIOS	'ㅰ	'ㅰ	'ᇟ	'ᇟ		Tr≠NF	Tr≠UCA	'3170	'3170	'11DF	'11DF	02. Skip Hangul Compat
'3171	'1.1	'Lo	'Com	HANGUL LETTER KAPYEOUNMIEUM	'ㅱ	'ㅱ	'ᄝ	'ᄝ		Tr≠NF	Tr≠UCA	'3171	'3171	'111D	'111D	02. Skip Hangul Compat
'3172	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-KIYEOK	'ㅲ	'ㅲ	'ᄞ	'ᄞ		Tr≠NF	Tr≠UCA	'3172	'3172	'111E	'111E	02. Skip Hangul Compat
'3173	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-TIKEUT	'ㅳ	'ㅳ	'ᄠ	'ᄠ		Tr≠NF	Tr≠UCA	'3173	'3173	'1120	'1120	02. Skip Hangul Compat
'3174	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-SIOS-KIYEOK	'ㅴ	'ㅴ	'ᄢ	'ᄢ		Tr≠NF	Tr≠UCA	'3174	'3174	'1122	'1122	02. Skip Hangul Compat
'3175	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-SIOS-TIKEUT	'ㅵ	'ㅵ	'ᄣ	'ᄣ		Tr≠NF	Tr≠UCA	'3175	'3175	'1123	'1123	02. Skip Hangul Compat
'3176	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-CIEUC	'ㅶ	'ㅶ	'ᄧ	'ᄧ		Tr≠NF	Tr≠UCA	'3176	'3176	'1127	'1127	02. Skip Hangul Compat
'3177	'1.1	'Lo	'Com	HANGUL LETTER PIEUP-THIEUTH	'ㅷ	'ㅷ	'ᄩ	'ᄩ		Tr≠NF	Tr≠UCA	'3177	'3177	'1129	'1129	02. Skip Hangul Compat
'3178	'1.1	'Lo	'Com	HANGUL LETTER KAPYEOUNPIEUP	'ㅸ	'ㅸ	'ᄫ	'ᄫ		Tr≠NF	Tr≠UCA	'3178	'3178	'112B	'112B	02. Skip Hangul Compat
'3179	'1.1	'Lo	'Com	HANGUL LETTER KAPYEOUNSSANGPIEUP	'ㅹ	'ㅹ	'ᄬ	'ᄬ		Tr≠NF	Tr≠UCA	'3179	'3179	'112C	'112C	02. Skip Hangul Compat
'317A	'1.1	'Lo	'Com	HANGUL LETTER SIOS-KIYEOK	'ㅺ	'ㅺ	'ᄭ	'ᄭ		Tr≠NF	Tr≠UCA	'317A	'317A	'112D	'112D	02. Skip Hangul Compat
'317B	'1.1	'Lo	'Com	HANGUL LETTER SIOS-NIEUN	'ㅻ	'ㅻ	'ᄮ	'ᄮ		Tr≠NF	Tr≠UCA	'317B	'317B	'112E	'112E	02. Skip Hangul Compat
'317C	'1.1	'Lo	'Com	HANGUL LETTER SIOS-TIKEUT	'ㅼ	'ㅼ	'ᄯ	'ᄯ		Tr≠NF	Tr≠UCA	'317C	'317C	'112F	'112F	02. Skip Hangul Compat
'317D	'1.1	'Lo	'Com	HANGUL LETTER SIOS-PIEUP	'ㅽ	'ㅽ	'ᄲ	'ᄲ		Tr≠NF	Tr≠UCA	'317D	'317D	'1132	'1132	02. Skip Hangul Compat
'317E	'1.1	'Lo	'Com	HANGUL LETTER SIOS-CIEUC	'ㅾ	'ㅾ	'ᄶ	'ᄶ		Tr≠NF	Tr≠UCA	'317E	'317E	'1136	'1136	02. Skip Hangul Compat
'317F	'1.1	'Lo	'Com	HANGUL LETTER PANSIOS	'ㅿ	'ㅿ	'ᅀ	'ᅀ		Tr≠NF	Tr≠UCA	'317F	'317F	'1140	'1140	02. Skip Hangul Compat
'3180	'1.1	'Lo	'Com	HANGUL LETTER SSANGIEUNG	'ㆀ	'ㆀ	'ᅇ	'ᅇ		Tr≠NF	Tr≠UCA	'3180	'3180	'1147	'1147	02. Skip Hangul Compat
'3181	'1.1	'Lo	'Com	HANGUL LETTER YESIEUNG	'ㆁ	'ㆁ	'ᅌ	'ᅌ		Tr≠NF	Tr≠UCA	'3181	'3181	'114C	'114C	02. Skip Hangul Compat
'3182	'1.1	'Lo	'Com	HANGUL LETTER YESIEUNG-SIOS	'ㆂ	'ㆂ	'ᇱ	'ᇱ		Tr≠NF	Tr≠UCA	'3182	'3182	'11F1	'11F1	02. Skip Hangul Compat
'3183	'1.1	'Lo	'Com	HANGUL LETTER YESIEUNG-PANSIOS	'ㆃ	'ㆃ	'ᇲ	'ᇲ		Tr≠NF	Tr≠UCA	'3183	'3183	'11F2	'11F2	02. Skip Hangul Compat
'3184	'1.1	'Lo	'Com	HANGUL LETTER KAPYEOUNPHIEUPH	'ㆄ	'ㆄ	'ᅗ	'ᅗ		Tr≠NF	Tr≠UCA	'3184	'3184	'1157	'1157	02. Skip Hangul Compat
'3185	'1.1	'Lo	'Com	HANGUL LETTER SSANGHIEUH	'ㆅ	'ㆅ	'ᅘ	'ᅘ		Tr≠NF	Tr≠UCA	'3185	'3185	'1158	'1158	02. Skip Hangul Compat
'3186	'1.1	'Lo	'Com	HANGUL LETTER YEORINHIEUH	'ㆆ	'ㆆ	'ᅙ	'ᅙ		Tr≠NF	Tr≠UCA	'3186	'3186	'1159	'1159	02. Skip Hangul Compat
'3187	'1.1	'Lo	'Com	HANGUL LETTER YO-YA	'ㆇ	'ㆇ	'ᆄ	'ᆄ		Tr≠NF	Tr≠UCA	'3187	'3187	'1184	'1184	02. Skip Hangul Compat
'3188	'1.1	'Lo	'Com	HANGUL LETTER YO-YAE	'ㆈ	'ㆈ	'ᆅ	'ᆅ		Tr≠NF	Tr≠UCA	'3188	'3188	'1185	'1185	02. Skip Hangul Compat
'3189	'1.1	'Lo	'Com	HANGUL LETTER YO-I	'ㆉ	'ㆉ	'ᆈ	'ᆈ		Tr≠NF	Tr≠UCA	'3189	'3189	'1188	'1188	02. Skip Hangul Compat
'318A	'1.1	'Lo	'Com	HANGUL LETTER YU-YEO	'ㆊ	'ㆊ	'ᆑ	'ᆑ		Tr≠NF	Tr≠UCA	'318A	'318A	'1191	'1191	02. Skip Hangul Compat
'318B	'1.1	'Lo	'Com	HANGUL LETTER YU-YE	'ㆋ	'ㆋ	'ᆒ	'ᆒ		Tr≠NF	Tr≠UCA	'318B	'318B	'1192	'1192	02. Skip Hangul Compat
'318C	'1.1	'Lo	'Com	HANGUL LETTER YU-I	'ㆌ	'ㆌ	'ᆔ	'ᆔ		Tr≠NF	Tr≠UCA	'318C	'318C	'1194	'1194	02. Skip Hangul Compat
'318D	'1.1	'Lo	'Com	HANGUL LETTER ARAEA	'ㆍ	'ㆍ	'ᆞ	'ᆞ		Tr≠NF	Tr≠UCA	'318D	'318D	'119E	'119E	02. Skip Hangul Compat
'318E	'1.1	'Lo	'Com	HANGUL LETTER ARAEAE	'ㆎ	'ㆎ	'ᆡ	'ᆡ		Tr≠NF	Tr≠UCA	'318E	'318E	'11A1	'11A1	02. Skip Hangul Compat
'0E33	'1.1	'Lo	'Com	THAI CHARACTER SARA AM	'ำ	'ํา	'ํา	'ํา	Tr≠N4M			'0E33	'0E4D 0E32	'0E4D 0E32	'0E4D 0E32	16. NFKC_CF-Compat
'3164	'1.1	'Lo	'Com	HANGUL FILLER	'ㅤ	'∅	'∅	'∅	Tr≠N4M			'3164	'	'	'	16. NFKC_CF-Compat
'1EE00	'6.1	'Lo	'Font	ARABIC MATHEMATICAL ALEF	'𞸀	'ا	'ا	'ا	Tr≠N4M			'1EE00	'0627	'0627	'0627	16. NFKC_CF-Font
'1EE01	'6.1	'Lo	'Font	ARABIC MATHEMATICAL BEH	'𞸁	'ب	'ب	'ب	Tr≠N4M			'1EE01	'0628	'0628	'0628	16. NFKC_CF-Font
'1EE02	'6.1	'Lo	'Font	ARABIC MATHEMATICAL JEEM	'𞸂	'ج	'ج	'ج	Tr≠N4M			'1EE02	'062C	'062C	'062C	16. NFKC_CF-Font
'1EE03	'6.1	'Lo	'Font	ARABIC MATHEMATICAL DAL	'𞸃	'د	'د	'د	Tr≠N4M			'1EE03	'062F	'062F	'062F	16. NFKC_CF-Font
'1EE05	'6.1	'Lo	'Font	ARABIC MATHEMATICAL WAW	'𞸅	'و	'و	'و	Tr≠N4M			'1EE05	'0648	'0648	'0648	16. NFKC_CF-Font
'1EE06	'6.1	'Lo	'Font	ARABIC MATHEMATICAL ZAIN	'𞸆	'ز	'ز	'ز	Tr≠N4M			'1EE06	'0632	'0632	'0632	16. NFKC_CF-Font
'1EE07	'6.1	'Lo	'Font	ARABIC MATHEMATICAL HAH	'𞸇	'ح	'ح	'ح	Tr≠N4M			'1EE07	'062D	'062D	'062D	16. NFKC_CF-Font
'1EE08	'6.1	'Lo	'Font	ARABIC MATHEMATICAL TAH	'𞸈	'ط	'ط	'ط	Tr≠N4M			'1EE08	'0637	'0637	'0637	16. NFKC_CF-Font
'1EE09	'6.1	'Lo	'Font	ARABIC MATHEMATICAL YEH	'𞸉	'ي	'ي	'ي	Tr≠N4M			'1EE09	'064A	'064A	'064A	16. NFKC_CF-Font
'1EE0A	'6.1	'Lo	'Font	ARABIC MATHEMATICAL KAF	'𞸊	'ك	'ك	'ك	Tr≠N4M			'1EE0A	'0643	'0643	'0643	16. NFKC_CF-Font
'1EE0B	'6.1	'Lo	'Font	ARABIC MATHEMATICAL LAM	'𞸋	'ل	'ل	'ل	Tr≠N4M			'1EE0B	'0644	'0644	'0644	16. NFKC_CF-Font
'1EE0C	'6.1	'Lo	'Font	ARABIC MATHEMATICAL MEEM	'𞸌	'م	'م	'م	Tr≠N4M			'1EE0C	'0645	'0645	'0645	16. NFKC_CF-Font
'1EE0D	'6.1	'Lo	'Font	ARABIC MATHEMATICAL NOON	'𞸍	'ن	'ن	'ن	Tr≠N4M			'1EE0D	'0646	'0646	'0646	16. NFKC_CF-Font
'1EE0E	'6.1	'Lo	'Font	ARABIC MATHEMATICAL SEEN	'𞸎	'س	'س	'س	Tr≠N4M			'1EE0E	'0633	'0633	'0633	16. NFKC_CF-Font
'1EE0F	'6.1	'Lo	'Font	ARABIC MATHEMATICAL AIN	'𞸏	'ع	'ع	'ع	Tr≠N4M			'1EE0F	'0639	'0639	'0639	16. NFKC_CF-Font
'1EE10	'6.1	'Lo	'Font	ARABIC MATHEMATICAL FEH	'𞸐	'ف	'ف	'ف	Tr≠N4M			'1EE10	'0641	'0641	'0641	16. NFKC_CF-Font
'1EE11	'6.1	'Lo	'Font	ARABIC MATHEMATICAL SAD	'𞸑	'ص	'ص	'ص	Tr≠N4M			'1EE11	'0635	'0635	'0635	16. NFKC_CF-Font
'1EE12	'6.1	'Lo	'Font	ARABIC MATHEMATICAL QAF	'𞸒	'ق	'ق	'ق	Tr≠N4M			'1EE12	'0642	'0642	'0642	16. NFKC_CF-Font
'1EE13	'6.1	'Lo	'Font	ARABIC MATHEMATICAL REH	'𞸓	'ر	'ر	'ر	Tr≠N4M			'1EE13	'0631	'0631	'0631	16. NFKC_CF-Font
'1EE14	'6.1	'Lo	'Font	ARABIC MATHEMATICAL SHEEN	'𞸔	'ش	'ش	'ش	Tr≠N4M			'1EE14	'0634	'0634	'0634	16. NFKC_CF-Font
