# Cases where N4M differs from XNFKCCF
# Source; 	Target; 	Other; 	Reason(s); 	Comments

#@override reason=04+. digraph

1EFA;	1EFB;	006C 006C;	04+. digraph	 # ( Ỻ → ỻ )	LATIN CAPITAL LETTER MIDDLE-WELSH LL → LATIN SMALL LETTER MIDDLE-WELSH LL
1F195;	1F195;	006E 0065 0077;	04+. missing_NFKC	 # ( 🆕 → 🆕 )	SQUARED NEW → SQUARED NEW
1F196;	1F196;	006E 0067;	04+. missing_NFKC	 # ( 🆖 → 🆖 )	SQUARED NG → SQUARED NG
1F197;	1F197;	006F 006B;	04+. missing_NFKC	 # ( 🆗 → 🆗 )	SQUARED OK → SQUARED OK
1F198;	1F198;	0073 006F 0073;	04+. missing_NFKC	 # ( 🆘 → 🆘 )	SQUARED SOS → SQUARED SOS
1F199;	1F199;	0075 0070 0021;	04+. missing_NFKC	 # ( 🆙 → 🆙 )	SQUARED UP WITH EXCLAMATION MARK → SQUARED UP WITH EXCLAMATION MARK
1F19A;	1F19A;	0076 0073;	04+. missing_NFKC	 # ( 🆚 → 🆚 )	SQUARED VS → SQUARED VS
1F1A0;	1F1A0;	0020 0035 002E 0031 0020;	04+. missing_NFKC	 # ( 🆠 → 🆠 )	SQUARED FIVE POINT ONE → SQUARED FIVE POINT ONE
1F1A1;	1F1A1;	0020 0037 002E 0031 0020;	04+. missing_NFKC	 # ( 🆡 → 🆡 )	SQUARED SEVEN POINT ONE → SQUARED SEVEN POINT ONE
1F1A2;	1F1A2;	0020 0032 0032 002E 0032 0020;	04+. missing_NFKC	 # ( 🆢 → 🆢 )	SQUARED TWENTY-TWO POINT TWO → SQUARED TWENTY-TWO POINT TWO
1F1A5;	1F1A5;	0064;	04+. missing_NFKC	 # ( 🆥 → 🆥 )	SQUARED LATIN SMALL LETTER D → SQUARED LATIN SMALL LETTER D
1F520;	1F520;	0061 0062 0063 0064;	04+. missing_NFKC	 # ( 🔠 → 🔠 )	INPUT SYMBOL FOR LATIN CAPITAL LETTERS → INPUT SYMBOL FOR LATIN CAPITAL LETTERS
1F521;	1F521;	0061 0062 0063 0064;	04+. missing_NFKC	 # ( 🔡 → 🔡 )	INPUT SYMBOL FOR LATIN SMALL LETTERS → INPUT SYMBOL FOR LATIN SMALL LETTERS
1F522;	1F522;	0031 0032 0033 0034;	04+. missing_NFKC	 # ( 🔢 → 🔢 )	INPUT SYMBOL FOR NUMBERS → INPUT SYMBOL FOR NUMBERS
1F523;	1F523;	3012 266A 0026 0025;	04+. missing_NFKC	 # ( 🔣 → 🔣 )	INPUT SYMBOL FOR SYMBOLS → INPUT SYMBOL FOR SYMBOLS
1F524;	1F524;	0061 0062 0063;	04+. missing_NFKC	 # ( 🔤 → 🔤 )	INPUT SYMBOL FOR LATIN LETTERS → INPUT SYMBOL FOR LATIN LETTERS

#@override reason=04+. missing_NFKC + add separator

214D;	214D;	0020 0061 002F 0073 0020;	04+. missing_NFKC + add separator	 # ( ⅍ → ⅍ )	AKTIESELSKAB → AKTIESELSKAB

#@override reason=04+. missing_NFKC + recursion

1F19B;	1F19B;	0033 0064;	04+. missing_NFKC + recursion	 # ( 🆛 → 🆛 )	SQUARED THREE D → SQUARED THREE D
1F19C;	1F19C;	0032 006E 0064 0020 0073 0063 0072;	04+. missing_NFKC + recursion	 # ( 🆜 → 🆜 )	SQUARED SECOND SCREEN → SQUARED SECOND SCREEN
1F19D;	1F19D;	0020 0032 006B;	04+. missing_NFKC + recursion	 # ( 🆝 → 🆝 )	SQUARED TWO K → SQUARED TWO K
1F19E;	1F19E;	0034 006B;	04+. missing_NFKC + recursion	 # ( 🆞 → 🆞 )	SQUARED FOUR K → SQUARED FOUR K
1F19F;	1F19F;	0038 006B;	04+. missing_NFKC + recursion	 # ( 🆟 → 🆟 )	SQUARED EIGHT K → SQUARED EIGHT K
1F1A3;	1F1A3;	0020 0036 0030 0070 0020;	04+. missing_NFKC + recursion	 # ( 🆣 → 🆣 )	SQUARED SIXTY P → SQUARED SIXTY P
1F1A4;	1F1A4;	0020 0031 0032 0030 0070 0020;	04+. missing_NFKC + recursion	 # ( 🆤 → 🆤 )	SQUARED ONE HUNDRED TWENTY P → SQUARED ONE HUNDRED TWENTY P
1F1A6;	1F1A6;	0020 0068 0063 0020;	04+. missing_NFKC + recursion	 # ( 🆦 → 🆦 )	SQUARED HC → SQUARED HC
1F1A7;	1F1A7;	0020 0068 0064 0072 0020;	04+. missing_NFKC + recursion	 # ( 🆧 → 🆧 )	SQUARED HDR → SQUARED HDR
1F1A8;	1F1A8;	0020 0068 0069 002D 0072 0065 0073 0020;	04+. missing_NFKC + recursion	 # ( 🆨 → 🆨 )	SQUARED HI-RES → SQUARED HI-RES
1F1A9;	1F1A9;	0020 006C 006F 0073 0073 006C 0065 0073 0073 0020;	04+. missing_NFKC + recursion	 # ( 🆩 → 🆩 )	SQUARED LOSSLESS → SQUARED LOSSLESS
1F1AA;	1F1AA;	0020 0073 0068 0076 0020;	04+. missing_NFKC + recursion	 # ( 🆪 → 🆪 )	SQUARED SHV → SQUARED SHV
1F1AB;	1F1AB;	0020 0075 0068 0064 0020;	04+. missing_NFKC + recursion	 # ( 🆫 → 🆫 )	SQUARED UHD → SQUARED UHD
1F1AC;	1F1AC;	0020 0076 006F 0064 0020;	04+. missing_NFKC + recursion	 # ( 🆬 → 🆬 )	SQUARED VOD → SQUARED VOD

#@override reason=04+. radical

2E82;	2E82;	4E5B;	04+. radical	 # ( ⺂ → ⺂ )	CJK RADICAL SECOND ONE → CJK RADICAL SECOND ONE
2E83;	2E83;	4E5A;	04+. radical	 # ( ⺃ → ⺃ )	CJK RADICAL SECOND TWO → CJK RADICAL SECOND TWO
2E85;	2E85;	4EBB;	04+. radical	 # ( ⺅ → ⺅ )	CJK RADICAL PERSON → CJK RADICAL PERSON
2E89;	2E89;	5202;	04+. radical	 # ( ⺉ → ⺉ )	CJK RADICAL KNIFE TWO → CJK RADICAL KNIFE TWO
2E8F;	2E8F;	5C23;	04+. radical	 # ( ⺏ → ⺏ )	CJK RADICAL LAME TWO → CJK RADICAL LAME TWO
2E90;	2E90;	5C22;	04+. radical	 # ( ⺐ → ⺐ )	CJK RADICAL LAME THREE → CJK RADICAL LAME THREE
2E92;	2E92;	5DF3;	04+. radical	 # ( ⺒ → ⺒ )	CJK RADICAL SNAKE → CJK RADICAL SNAKE
2E93;	2E93;	5E7A;	04+. radical	 # ( ⺓ → ⺓ )	CJK RADICAL THREAD → CJK RADICAL THREAD
2E94;	2E94;	5F51;	04+. radical	 # ( ⺔ → ⺔ )	CJK RADICAL SNOUT ONE → CJK RADICAL SNOUT ONE
2E96;	2E96;	5FC4;	04+. radical	 # ( ⺖ → ⺖ )	CJK RADICAL HEART ONE → CJK RADICAL HEART ONE
2E98;	2E98;	624C;	04+. radical	 # ( ⺘ → ⺘ )	CJK RADICAL HAND → CJK RADICAL HAND
2E99;	2E99;	6535;	04+. radical	 # ( ⺙ → ⺙ )	CJK RADICAL RAP → CJK RADICAL RAP
2E9B;	2E9B;	65E1;	04+. radical	 # ( ⺛ → ⺛ )	CJK RADICAL CHOKE → CJK RADICAL CHOKE
2EA0;	2EA0;	6C11;	04+. radical	 # ( ⺠ → ⺠ )	CJK RADICAL CIVILIAN → CJK RADICAL CIVILIAN
2EA1;	2EA1;	6C35;	04+. radical	 # ( ⺡ → ⺡ )	CJK RADICAL WATER ONE → CJK RADICAL WATER ONE
2EA2;	2EA2;	6C3A;	04+. radical	 # ( ⺢ → ⺢ )	CJK RADICAL WATER TWO → CJK RADICAL WATER TWO
2EA3;	2EA3;	706C;	04+. radical	 # ( ⺣ → ⺣ )	CJK RADICAL FIRE → CJK RADICAL FIRE
2EA4;	2EA4;	722B;	04+. radical	 # ( ⺤ → ⺤ )	CJK RADICAL PAW ONE → CJK RADICAL PAW ONE
2EA6;	2EA6;	4E2C;	04+. radical	 # ( ⺦ → ⺦ )	CJK RADICAL SIMPLIFIED HALF TREE TRUNK → CJK RADICAL SIMPLIFIED HALF TREE TRUNK
2EA8;	2EA8;	72AD;	04+. radical	 # ( ⺨ → ⺨ )	CJK RADICAL DOG → CJK RADICAL DOG
2EAD;	2EAD;	793B;	04+. radical	 # ( ⺭ → ⺭ )	CJK RADICAL SPIRIT TWO → CJK RADICAL SPIRIT TWO
2EAF;	2EAF;	7CF9;	04+. radical	 # ( ⺯ → ⺯ )	CJK RADICAL SILK → CJK RADICAL SILK
2EB0;	2EB0;	7E9F;	04+. radical	 # ( ⺰ → ⺰ )	CJK RADICAL C-SIMPLIFIED SILK → CJK RADICAL C-SIMPLIFIED SILK
2EB1;	2EB1;	7F53;	04+. radical	 # ( ⺱ → ⺱ )	CJK RADICAL NET ONE → CJK RADICAL NET ONE
2EB2;	2EB2;	7F52;	04+. radical	 # ( ⺲ → ⺲ )	CJK RADICAL NET TWO → CJK RADICAL NET TWO
2EB8;	2EB8;	7F8B;	04+. radical	 # ( ⺸ → ⺸ )	CJK RADICAL EWE → CJK RADICAL EWE
2EB9;	2EB9;	8002;	04+. radical	 # ( ⺹ → ⺹ )	CJK RADICAL OLD → CJK RADICAL OLD
2EBA;	2EBA;	8080;	04+. radical	 # ( ⺺ → ⺺ )	CJK RADICAL BRUSH ONE → CJK RADICAL BRUSH ONE
2EBE;	2EBE;	8279;	04+. radical	 # ( ⺾ → ⺾ )	CJK RADICAL GRASS ONE → CJK RADICAL GRASS ONE
2EC1;	2EC1;	864E;	04+. radical	 # ( ⻁ → ⻁ )	CJK RADICAL TIGER → CJK RADICAL TIGER
2EC2;	2EC2;	8864;	04+. radical	 # ( ⻂ → ⻂ )	CJK RADICAL CLOTHES → CJK RADICAL CLOTHES
2EC3;	2EC3;	8980;	04+. radical	 # ( ⻃ → ⻃ )	CJK RADICAL WEST ONE → CJK RADICAL WEST ONE
2EC4;	2EC4;	897F;	04+. radical	 # ( ⻄ → ⻄ )	CJK RADICAL WEST TWO → CJK RADICAL WEST TWO
2EC5;	2EC5;	89C1;	04+. radical	 # ( ⻅ → ⻅ )	CJK RADICAL C-SIMPLIFIED SEE → CJK RADICAL C-SIMPLIFIED SEE
2EC6;	2EC6;	89D2;	04+. radical	 # ( ⻆ → ⻆ )	CJK RADICAL SIMPLIFIED HORN → CJK RADICAL SIMPLIFIED HORN
2EC8;	2EC8;	8BA0;	04+. radical	 # ( ⻈ → ⻈ )	CJK RADICAL C-SIMPLIFIED SPEECH → CJK RADICAL C-SIMPLIFIED SPEECH
2EC9;	2EC9;	8D1D;	04+. radical	 # ( ⻉ → ⻉ )	CJK RADICAL C-SIMPLIFIED SHELL → CJK RADICAL C-SIMPLIFIED SHELL
2ECB;	2ECB;	8F66;	04+. radical	 # ( ⻋ → ⻋ )	CJK RADICAL C-SIMPLIFIED CART → CJK RADICAL C-SIMPLIFIED CART
2ECC;	2ECC;	8FB6;	04+. radical	 # ( ⻌ → ⻌ )	CJK RADICAL SIMPLIFIED WALK → CJK RADICAL SIMPLIFIED WALK
2ED0;	2ED0;	9485;	04+. radical	 # ( ⻐ → ⻐ )	CJK RADICAL C-SIMPLIFIED GOLD → CJK RADICAL C-SIMPLIFIED GOLD
2ED1;	2ED1;	9577;	04+. radical	 # ( ⻑ → ⻑ )	CJK RADICAL LONG ONE → CJK RADICAL LONG ONE
2ED2;	2ED2;	9578;	04+. radical	 # ( ⻒ → ⻒ )	CJK RADICAL LONG TWO → CJK RADICAL LONG TWO
2ED3;	2ED3;	957F;	04+. radical	 # ( ⻓ → ⻓ )	CJK RADICAL C-SIMPLIFIED LONG → CJK RADICAL C-SIMPLIFIED LONG
2ED4;	2ED4;	95E8;	04+. radical	 # ( ⻔ → ⻔ )	CJK RADICAL C-SIMPLIFIED GATE → CJK RADICAL C-SIMPLIFIED GATE
2ED6;	2ED6;	961D;	04+. radical	 # ( ⻖ → ⻖ )	CJK RADICAL MOUND TWO → CJK RADICAL MOUND TWO
2ED8;	2ED8;	9752;	04+. radical	 # ( ⻘ → ⻘ )	CJK RADICAL BLUE → CJK RADICAL BLUE
2ED9;	2ED9;	97E6;	04+. radical	 # ( ⻙ → ⻙ )	CJK RADICAL C-SIMPLIFIED TANNED LEATHER → CJK RADICAL C-SIMPLIFIED TANNED LEATHER
2EDA;	2EDA;	9875;	04+. radical	 # ( ⻚ → ⻚ )	CJK RADICAL C-SIMPLIFIED LEAF → CJK RADICAL C-SIMPLIFIED LEAF
2EDB;	2EDB;	98CE;	04+. radical	 # ( ⻛ → ⻛ )	CJK RADICAL C-SIMPLIFIED WIND → CJK RADICAL C-SIMPLIFIED WIND
2EDC;	2EDC;	98DE;	04+. radical	 # ( ⻜ → ⻜ )	CJK RADICAL C-SIMPLIFIED FLY → CJK RADICAL C-SIMPLIFIED FLY
2EDD;	2EDD;	98DF;	04+. radical	 # ( ⻝ → ⻝ )	CJK RADICAL EAT ONE → CJK RADICAL EAT ONE
2EDF;	2EDF;	98E0;	04+. radical	 # ( ⻟ → ⻟ )	CJK RADICAL EAT THREE → CJK RADICAL EAT THREE
2EE0;	2EE0;	9963;	04+. radical	 # ( ⻠ → ⻠ )	CJK RADICAL C-SIMPLIFIED EAT → CJK RADICAL C-SIMPLIFIED EAT
2EE2;	2EE2;	9A6C;	04+. radical	 # ( ⻢ → ⻢ )	CJK RADICAL C-SIMPLIFIED HORSE → CJK RADICAL C-SIMPLIFIED HORSE
2EE5;	2EE5;	9C7C;	04+. radical	 # ( ⻥ → ⻥ )	CJK RADICAL C-SIMPLIFIED FISH → CJK RADICAL C-SIMPLIFIED FISH
2EE6;	2EE6;	9E1F;	04+. radical	 # ( ⻦ → ⻦ )	CJK RADICAL C-SIMPLIFIED BIRD → CJK RADICAL C-SIMPLIFIED BIRD
2EE7;	2EE7;	5364;	04+. radical	 # ( ⻧ → ⻧ )	CJK RADICAL C-SIMPLIFIED SALT → CJK RADICAL C-SIMPLIFIED SALT
2EE8;	2EE8;	9EA6;	04+. radical	 # ( ⻨ → ⻨ )	CJK RADICAL SIMPLIFIED WHEAT → CJK RADICAL SIMPLIFIED WHEAT
2EE9;	2EE9;	9EC4;	04+. radical	 # ( ⻩ → ⻩ )	CJK RADICAL SIMPLIFIED YELLOW → CJK RADICAL SIMPLIFIED YELLOW
2EEA;	2EEA;	9EFE;	04+. radical	 # ( ⻪ → ⻪ )	CJK RADICAL C-SIMPLIFIED FROG → CJK RADICAL C-SIMPLIFIED FROG
2EEC;	2EEC;	9F50;	04+. radical	 # ( ⻬ → ⻬ )	CJK RADICAL C-SIMPLIFIED EVEN → CJK RADICAL C-SIMPLIFIED EVEN
2EEE;	2EEE;	9F7F;	04+. radical	 # ( ⻮ → ⻮ )	CJK RADICAL C-SIMPLIFIED TOOTH → CJK RADICAL C-SIMPLIFIED TOOTH
2EF0;	2EF0;	9F99;	04+. radical	 # ( ⻰ → ⻰ )	CJK RADICAL C-SIMPLIFIED DRAGON → CJK RADICAL C-SIMPLIFIED DRAGON

#@override reason=14 Skip decomp contains «[\ ]» (and isn't singleton)

1FEE;	1FEE;	0385;	14 Skip decomp contains «[\ ]» (and isn't singleton)	 # ( ΅ → ΅ )	GREEK DIALYTIKA AND OXIA → GREEK DIALYTIKA AND OXIA
1FFD;	1FFD;	00B4;	14 Skip decomp contains «[\ ]» (and isn't singleton)	 # ( ´ → ´ )	GREEK OXIA → GREEK OXIA
309B;	3099;	309B;	14 Skip decomp contains «[\ ]» (and isn't singleton)	 # ( ゛ → ゙ )	KATAKANA-HIRAGANA VOICED SOUND MARK → COMBINING KATAKANA-HIRAGANA VOICED SOUND MARK
309C;	309A;	309C;	14 Skip decomp contains «[\ ]» (and isn't singleton)	 # ( ゜ → ゚ )	KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK → COMBINING KATAKANA-HIRAGANA SEMI-VOICED SOUND MARK
FFE3;	00AF;	FFE3;	14 Skip decomp contains «[\ ]» (and isn't singleton)	 # ( ￣ → ¯ )	FULLWIDTH MACRON → MACRON

#@override reason=16. NFKC_CF-Canonical

0374;	0374;	02B9;	16. NFKC_CF-Canonical	 # ( ʹ → ʹ )	GREEK NUMERAL SIGN → GREEK NUMERAL SIGN
037E;	037E;	003B;	16. NFKC_CF-Canonical	 # ( ; → ; )	GREEK QUESTION MARK → GREEK QUESTION MARK
0387;	0387;	00B7;	16. NFKC_CF-Canonical	 # ( · → · )	GREEK ANO TELEIA → GREEK ANO TELEIA
1FEF;	1FEF;	0060;	16. NFKC_CF-Canonical	 # ( ` → ` )	GREEK VARIA → GREEK VARIA
2000;	2000;	0020;	16. NFKC_CF-Canonical	 # (   →   )	EN QUAD → EN QUAD
2001;	2001;	0020;	16. NFKC_CF-Canonical	 # (   →   )	EM QUAD → EM QUAD
2329;	2329;	3008;	16. NFKC_CF-Canonical	 # ( 〈 → 〈 )	LEFT-POINTING ANGLE BRACKET → LEFT-POINTING ANGLE BRACKET
232A;	232A;	3009;	16. NFKC_CF-Canonical	 # ( 〉 → 〉 )	RIGHT-POINTING ANGLE BRACKET → RIGHT-POINTING ANGLE BRACKET
2ADC;	2ADC;	2ADD 0338;	16. NFKC_CF-Canonical	 # ( ⫝̸ → ⫝̸ )	FORKING → FORKING
FA2E;	FA2E;	90DE;	16. NFKC_CF-Canonical	 # ( 郞 → 郞 )	CJK COMPATIBILITY IDEOGRAPH-FA2E → CJK COMPATIBILITY IDEOGRAPH-FA2E
FA2F;	FA2F;	96B7;	16. NFKC_CF-Canonical	 # ( 隷 → 隷 )	CJK COMPATIBILITY IDEOGRAPH-FA2F → CJK COMPATIBILITY IDEOGRAPH-FA2F
FA6B;	FA6B;	6075;	16. NFKC_CF-Canonical	 # ( 恵 → 恵 )	CJK COMPATIBILITY IDEOGRAPH-FA6B → CJK COMPATIBILITY IDEOGRAPH-FA6B
FA6C;	FA6C;	242EE;	16. NFKC_CF-Canonical	 # ( 𤋮 → 𤋮 )	CJK COMPATIBILITY IDEOGRAPH-FA6C → CJK COMPATIBILITY IDEOGRAPH-FA6C
FA6D;	FA6D;	8218;	16. NFKC_CF-Canonical	 # ( 舘 → 舘 )	CJK COMPATIBILITY IDEOGRAPH-FA6D → CJK COMPATIBILITY IDEOGRAPH-FA6D
1D15E;	1D15E;	1D157 1D165;	16. NFKC_CF-Canonical	 # ( 𝅗𝅥 → 𝅗𝅥 )	MUSICAL SYMBOL HALF NOTE → MUSICAL SYMBOL HALF NOTE
1D15F;	1D15F;	1D158 1D165;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥 → 𝅘𝅥 )	MUSICAL SYMBOL QUARTER NOTE → MUSICAL SYMBOL QUARTER NOTE
1D160;	1D160;	1D158 1D165 1D16E;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥𝅮 → 𝅘𝅥𝅮 )	MUSICAL SYMBOL EIGHTH NOTE → MUSICAL SYMBOL EIGHTH NOTE
1D161;	1D161;	1D158 1D165 1D16F;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥𝅯 → 𝅘𝅥𝅯 )	MUSICAL SYMBOL SIXTEENTH NOTE → MUSICAL SYMBOL SIXTEENTH NOTE
1D162;	1D162;	1D158 1D165 1D170;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥𝅰 → 𝅘𝅥𝅰 )	MUSICAL SYMBOL THIRTY-SECOND NOTE → MUSICAL SYMBOL THIRTY-SECOND NOTE
1D163;	1D163;	1D158 1D165 1D171;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥𝅱 → 𝅘𝅥𝅱 )	MUSICAL SYMBOL SIXTY-FOURTH NOTE → MUSICAL SYMBOL SIXTY-FOURTH NOTE
1D164;	1D164;	1D158 1D165 1D172;	16. NFKC_CF-Canonical	 # ( 𝅘𝅥𝅲 → 𝅘𝅥𝅲 )	MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH NOTE → MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH NOTE
1D1BB;	1D1BB;	1D1B9 1D165;	16. NFKC_CF-Canonical	 # ( 𝆹𝅥 → 𝆹𝅥 )	MUSICAL SYMBOL MINIMA → MUSICAL SYMBOL MINIMA
1D1BC;	1D1BC;	1D1BA 1D165;	16. NFKC_CF-Canonical	 # ( 𝆺𝅥 → 𝆺𝅥 )	MUSICAL SYMBOL MINIMA BLACK → MUSICAL SYMBOL MINIMA BLACK
1D1BD;	1D1BD;	1D1B9 1D165 1D16E;	16. NFKC_CF-Canonical	 # ( 𝆹𝅥𝅮 → 𝆹𝅥𝅮 )	MUSICAL SYMBOL SEMIMINIMA WHITE → MUSICAL SYMBOL SEMIMINIMA WHITE
1D1BE;	1D1BE;	1D1BA 1D165 1D16E;	16. NFKC_CF-Canonical	 # ( 𝆺𝅥𝅮 → 𝆺𝅥𝅮 )	MUSICAL SYMBOL SEMIMINIMA BLACK → MUSICAL SYMBOL SEMIMINIMA BLACK
1D1BF;	1D1BF;	1D1B9 1D165 1D16F;	16. NFKC_CF-Canonical	 # ( 𝆹𝅥𝅯 → 𝆹𝅥𝅯 )	MUSICAL SYMBOL FUSA WHITE → MUSICAL SYMBOL FUSA WHITE
1D1C0;	1D1C0;	1D1BA 1D165 1D16F;	16. NFKC_CF-Canonical	 # ( 𝆺𝅥𝅯 → 𝆺𝅥𝅯 )	MUSICAL SYMBOL FUSA BLACK → MUSICAL SYMBOL FUSA BLACK

#@override reason=16. NFKC_CF-Circle

2460;	2460;	0031;	16. NFKC_CF-Circle	 # ( ① → ① )	CIRCLED DIGIT ONE → CIRCLED DIGIT ONE
2461;	2461;	0032;	16. NFKC_CF-Circle	 # ( ② → ② )	CIRCLED DIGIT TWO → CIRCLED DIGIT TWO
2462;	2462;	0033;	16. NFKC_CF-Circle	 # ( ③ → ③ )	CIRCLED DIGIT THREE → CIRCLED DIGIT THREE
2463;	2463;	0034;	16. NFKC_CF-Circle	 # ( ④ → ④ )	CIRCLED DIGIT FOUR → CIRCLED DIGIT FOUR
2464;	2464;	0035;	16. NFKC_CF-Circle	 # ( ⑤ → ⑤ )	CIRCLED DIGIT FIVE → CIRCLED DIGIT FIVE
2465;	2465;	0036;	16. NFKC_CF-Circle	 # ( ⑥ → ⑥ )	CIRCLED DIGIT SIX → CIRCLED DIGIT SIX
2466;	2466;	0037;	16. NFKC_CF-Circle	 # ( ⑦ → ⑦ )	CIRCLED DIGIT SEVEN → CIRCLED DIGIT SEVEN
2467;	2467;	0038;	16. NFKC_CF-Circle	 # ( ⑧ → ⑧ )	CIRCLED DIGIT EIGHT → CIRCLED DIGIT EIGHT
2468;	2468;	0039;	16. NFKC_CF-Circle	 # ( ⑨ → ⑨ )	CIRCLED DIGIT NINE → CIRCLED DIGIT NINE
2469;	2469;	0031 0030;	16. NFKC_CF-Circle	 # ( ⑩ → ⑩ )	CIRCLED NUMBER TEN → CIRCLED NUMBER TEN
246A;	246A;	0031 0031;	16. NFKC_CF-Circle	 # ( ⑪ → ⑪ )	CIRCLED NUMBER ELEVEN → CIRCLED NUMBER ELEVEN
246B;	246B;	0031 0032;	16. NFKC_CF-Circle	 # ( ⑫ → ⑫ )	CIRCLED NUMBER TWELVE → CIRCLED NUMBER TWELVE
246C;	246C;	0031 0033;	16. NFKC_CF-Circle	 # ( ⑬ → ⑬ )	CIRCLED NUMBER THIRTEEN → CIRCLED NUMBER THIRTEEN
246D;	246D;	0031 0034;	16. NFKC_CF-Circle	 # ( ⑭ → ⑭ )	CIRCLED NUMBER FOURTEEN → CIRCLED NUMBER FOURTEEN
246E;	246E;	0031 0035;	16. NFKC_CF-Circle	 # ( ⑮ → ⑮ )	CIRCLED NUMBER FIFTEEN → CIRCLED NUMBER FIFTEEN
246F;	246F;	0031 0036;	16. NFKC_CF-Circle	 # ( ⑯ → ⑯ )	CIRCLED NUMBER SIXTEEN → CIRCLED NUMBER SIXTEEN
2470;	2470;	0031 0037;	16. NFKC_CF-Circle	 # ( ⑰ → ⑰ )	CIRCLED NUMBER SEVENTEEN → CIRCLED NUMBER SEVENTEEN
2471;	2471;	0031 0038;	16. NFKC_CF-Circle	 # ( ⑱ → ⑱ )	CIRCLED NUMBER EIGHTEEN → CIRCLED NUMBER EIGHTEEN
2472;	2472;	0031 0039;	16. NFKC_CF-Circle	 # ( ⑲ → ⑲ )	CIRCLED NUMBER NINETEEN → CIRCLED NUMBER NINETEEN
2473;	2473;	0032 0030;	16. NFKC_CF-Circle	 # ( ⑳ → ⑳ )	CIRCLED NUMBER TWENTY → CIRCLED NUMBER TWENTY
24B6;	24D0;	0061;	16. NFKC_CF-Circle	 # ( Ⓐ → ⓐ )	CIRCLED LATIN CAPITAL LETTER A → CIRCLED LATIN SMALL LETTER A
24B7;	24D1;	0062;	16. NFKC_CF-Circle	 # ( Ⓑ → ⓑ )	CIRCLED LATIN CAPITAL LETTER B → CIRCLED LATIN SMALL LETTER B
24B8;	24D2;	0063;	16. NFKC_CF-Circle	 # ( Ⓒ → ⓒ )	CIRCLED LATIN CAPITAL LETTER C → CIRCLED LATIN SMALL LETTER C
24B9;	24D3;	0064;	16. NFKC_CF-Circle	 # ( Ⓓ → ⓓ )	CIRCLED LATIN CAPITAL LETTER D → CIRCLED LATIN SMALL LETTER D
24BA;	24D4;	0065;	16. NFKC_CF-Circle	 # ( Ⓔ → ⓔ )	CIRCLED LATIN CAPITAL LETTER E → CIRCLED LATIN SMALL LETTER E
24BB;	24D5;	0066;	16. NFKC_CF-Circle	 # ( Ⓕ → ⓕ )	CIRCLED LATIN CAPITAL LETTER F → CIRCLED LATIN SMALL LETTER F
24BC;	24D6;	0067;	16. NFKC_CF-Circle	 # ( Ⓖ → ⓖ )	CIRCLED LATIN CAPITAL LETTER G → CIRCLED LATIN SMALL LETTER G
24BD;	24D7;	0068;	16. NFKC_CF-Circle	 # ( Ⓗ → ⓗ )	CIRCLED LATIN CAPITAL LETTER H → CIRCLED LATIN SMALL LETTER H
24BE;	24D8;	0069;	16. NFKC_CF-Circle	 # ( Ⓘ → ⓘ )	CIRCLED LATIN CAPITAL LETTER I → CIRCLED LATIN SMALL LETTER I
24BF;	24D9;	006A;	16. NFKC_CF-Circle	 # ( Ⓙ → ⓙ )	CIRCLED LATIN CAPITAL LETTER J → CIRCLED LATIN SMALL LETTER J
24C0;	24DA;	006B;	16. NFKC_CF-Circle	 # ( Ⓚ → ⓚ )	CIRCLED LATIN CAPITAL LETTER K → CIRCLED LATIN SMALL LETTER K
24C1;	24DB;	006C;	16. NFKC_CF-Circle	 # ( Ⓛ → ⓛ )	CIRCLED LATIN CAPITAL LETTER L → CIRCLED LATIN SMALL LETTER L
24C2;	24DC;	006D;	16. NFKC_CF-Circle	 # ( Ⓜ → ⓜ )	CIRCLED LATIN CAPITAL LETTER M → CIRCLED LATIN SMALL LETTER M
24C3;	24DD;	006E;	16. NFKC_CF-Circle	 # ( Ⓝ → ⓝ )	CIRCLED LATIN CAPITAL LETTER N → CIRCLED LATIN SMALL LETTER N
24C4;	24DE;	006F;	16. NFKC_CF-Circle	 # ( Ⓞ → ⓞ )	CIRCLED LATIN CAPITAL LETTER O → CIRCLED LATIN SMALL LETTER O
24C5;	24DF;	0070;	16. NFKC_CF-Circle	 # ( Ⓟ → ⓟ )	CIRCLED LATIN CAPITAL LETTER P → CIRCLED LATIN SMALL LETTER P
24C6;	24E0;	0071;	16. NFKC_CF-Circle	 # ( Ⓠ → ⓠ )	CIRCLED LATIN CAPITAL LETTER Q → CIRCLED LATIN SMALL LETTER Q
24C7;	24E1;	0072;	16. NFKC_CF-Circle	 # ( Ⓡ → ⓡ )	CIRCLED LATIN CAPITAL LETTER R → CIRCLED LATIN SMALL LETTER R
